Наименование;Бренд;Линейка;Категория;Количество;Сумма;Общая Стоимость
899 ПУРПУРОВИЙ АМЕТИСТ 3305909000,;BRILLANCE;BRILLANCE;Краска;1;27;27
E20 ОСВ_ТЛЮЮЧИЙ 3305909000,;PALETTE;PALETTE;Краска;2;27;54
780 ЧЕРВОНЕ ВИНО 3305909000,;PALETTE;Фитолиния;Краска;2;27;54
800 ТЕМНО-КАШТАНОВИЙ 3305909000,;PALETTE;Фитолиния;Краска;2;27;54
1-1 ЧОРНИЙ 3305909000,;SYOSS;PRONATURE;Краска;1;26;26
6-8 ТЕМНО-РУСИЙ 3305909000,;SYOSS;SYOSS;Краска;1;26;26
ЛАК ДЛЯ ВОЛОССЯ HOLD&FLEX 400МЛ 3305300000,;SYOSS;Лак;Стайлинг;1;23;23
ШАМПУНЬ 380МЛ 7 ТРАВ 3305100000,;SCHAUMA;Шампунь;Уход за волосами;2;23;46
"4.POWER П_НА Д/УКЛАДКИ ""Н_ЖН_СТЬ КАШЕМ_РУ"" 150МЛ 3305909000,";TAFT;Пена;Стайлинг;2;23;46
ЛАК ДЛЯ ВОЛОССЯ COLOR GUARD 400МЛ 3305300000,;SYOSS;Лак;Стайлинг;1;22;22
SPORT DOUBLE POWER MEN POWER BOOST 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;2;22;44
ШОВК _ МАГНОЛ_Я 250МЛ 3401300000,;FA;FA-гель для душа;Гель для душа;2;22;44
678 ЧЕРВОНИЙ ГРАНАТ 3305909000,;PALETTE;Фитолиния;Краска;2;22;44
C12 АРКТИЧНИЙ БЛОНДИН 3305909000,;PALETTE;PALETTE;Краска;2;22;44
SENSUAL&OIL КВ_ТКА Т_АРЕ 250МЛ 3401300000,;FA;FA-гель для душа;Гель для душа;2;21;42
4.БАЛЬЗАМ VOLUME LIFT Д/ТОНК.ВОЛ. 500МЛ 3305909000,;SYOSS;Бальзам;Уход за волосами;1;19;19
NUTRI SKIN ЗВОЛОЖЕННЯ 250МЛ 3304990000,;FA;FA-уход;Лосьойон для тела;1;17;17
"МИЛО+ЛОСЬЙОН ""ГРАНАТ"" 90Г 3401110000,";FA;FA-мыло;Мыло;5;15;75
ЧИСТОТА ТА ДОГЛЯД ГРЕЙПФРУТ 90Г 3401110000,;FA;FA-мыло;Мыло;5;15;75
7.KERATIN (3) П_НА Д/ВОЛОССЯ 150МЛ 3305909000,;TAFT;Пена;Стайлинг;1;14;14
NATURAL&CARE Б_ЛИЙ ВИНОГРАД 90Г 3401110000,;FA;FA-мыло;Мыло;6;14;84
NUTRI SKIN ЯГОДА АКАЇ 90Г 3401110000,;FA;FA-мыло;Мыло;6;14;84
218 ПОПЕЛЯСТИЙ БЛОНДИН 3305909000,;PALETTE;Фитолиния;Краска;1;11;11
БАЛЬЗАМ 200МЛ ФРУКТИ ТА В_ТАМ_НИ 3305909000,;SCHAUMA;Бальзам;Уход за волосами;-1;-6;6
9-5 ГЛАМУРНИЙ МИГДАЛЬ 3305909000,;PALETTE; COLOR&GLOSS;Краска;-1;-10;10
6-6 КАВА З МОЛОКОМ 3305909000,;PALETTE; COLOR&GLOSS;Краска;-1;-10;10
5-89 ЧЕРВОНА СМОРОДИНА 3305909000,;PALETTE; COLOR&GLOSS;Краска;-2;-12;24
5-68 ЦУКРОВА МАЛИНА 3305909000,;PALETTE; COLOR&GLOSS;Краска;-2;-12;24
1.СИН.СЕР_Я ULTRA П_НА З ЕКСТР.ОЛ_Ї АРГАНА 150МЛ 3305909000,;TAFT;Пена;Стайлинг;-1;-12;12
757 ВИШНЕВИЙ КАШТАНОВИЙ 3305909000,;PALETTE;Фитолиния;Краска;-1;-13;13
RF5 РУБ_Н 3305909000,;PALETTE;PALETTE;Краска;-1;-13;13
"1.СИН.СЕР_Я ULTRA ЛАК ""ШОВКОВИЙ ДОТИК"" 225МЛ 3305300000,";TAFT;Лак;Стайлинг;-1;-13;13
6.ХАЙД_ П_НА Д/ГАРЯЧОЇ УКЛАДКИ 150МЛ 3305909000,;TAFT;Пена;Стайлинг;-1;-13;13
575 ЧЕРВОНИЙ РУБ_Н 3305909000,;PALETTE;Фитолиния;Краска;-1;-13;13
4-6 ЗОЛОТИСТИЙ МОКАЧИНО 3305909000,;PALETTE; COLOR&GLOSS;Краска;-1;-13;13
ШАМПУНЬ В_Д ЛУПИ Д/ЖИРНОГО ВОЛОССЯ 250МЛ 3305100000,;SEBORIN;Шампунь;Уход за волосами;-1;-14;14
RF5 РУБ_Н 3305909000,;PALETTE;PALETTE;Краска;-1;-14;14
465 ЗОЛОТИСТИЙ СЕРЕДНЬО-РУСЯВИЙ 3305909000,;PALETTE;Фитолиния;Краска;-1;-14;14
БАЛЬЗАМ 200МЛ 7 ТРАВ 3305909000,;SCHAUMA;Бальзам;Уход за волосами;-2;-15;30
2.БАЛЬЗАМ REPAIR THERAPY Д/СУХ.,ПОШКОДЖ.ВОЛ. 500МЛ 330590900;SYOSS;Бальзам;Уход за волосами;-1;-16;16
4.POWER ГЕЛЬ Д/УКЛАДКИ З КОФЕЇНОМ 150МЛ 3305909000,;TAFT;Гель для укладки;Стайлинг;-1;-17;17
3.БАЛЬЗАМ COLOR GUARD Д/ФАРБ.ВОЛ. 500МЛ 3305909000,;SYOSS;Бальзам;Уход за волосами;-1;-17;17
NUTRI SKIN _НТЕНСИВНИЙ ДОГЛЯД 250МЛ 3304990000,;FA;FA-уход;Лосьойон для тела;-1;-17;17
МУС ДЛЯ УКЛАДКИ FIX&SMOOTH 250МЛ 3305909000,;SYOSS;Пена;Стайлинг;-1;-18;18
5.БАЛЬЗАМ NUTRITION OIL Д/ДОВГ.,ПОС_Ч.ВОЛ. 500МЛ 3305909000,;SYOSS;Бальзам;Уход за волосами;-1;-18;18
2.ШАМПУНЬ REPAIR THERAPY Д/СУХ.,ПОШКОДЖ.ВОЛ. 500МЛ 330510000;SYOSS;Шампунь;Уход за волосами;-1;-19;19
ЛАК ДЛЯ ВОЛОССЯ STRONG HOLD 400МЛ 3305300000,;SYOSS;Лак;Стайлинг;-1;-19;19
МУС ДЛЯ УКЛАДКИ FIX&SMOOTH 250МЛ 3305909000,;SYOSS;Пена;Стайлинг;-1;-19;19
5-5 ЯСКРАВИЙ ГОР_Х 3305909000,;PALETTE; COLOR&GLOSS;Краска;-2;-21;42
4-99 ПУРПУРНА ВИШНЯ 3305909000,;PALETTE; COLOR&GLOSS;Краска;-2;-21;42
NUTRI SKIN ЗВОЛОЖЕННЯ 250МЛ 3401300000,;FA;FA-жидкое мыло;Жидкое мыло;-2;-22;44
3-3 Ф_ОЛЕТОВИЙ ТЕМНИЙ 3305909000,;SYOSS;SYOSS;Краска;-1;-22;22
4-6 СВ_ТЛО-КАШТАНОВИЙ МЕДОВИЙ 3305909000,;SYOSS;SYOSS;Краска;-1;-22;22
10-0 СЕРЕДН_Й ОСВ_ТЛЮВАЧ 3305909000,;SYOSS;SYOSS;Краска;-1;-22;22
ШАМПУНЬ 380МЛ К_В_ 3305100000,;SCHAUMA;Шампунь;Уход за волосами;-2;-23;46
3.МАСКА COLOR GUARD Д/ФАРБ.ВОЛ. 200МЛ 3305909000,;SYOSS;Маска;Уход за волосами;-1;-23;23
SENSUAL&OIL КВ_ТКА Т_АРЕ 250МЛ 3401300000,;FA;FA-жидкое мыло;Жидкое мыло;-2;-24;48
БДЖОЛИНЕ МОЛОЧКО ЛУННА ОРХ_ДЕЯ 250МЛ 3401209000,;FA;FA-жидкое мыло;Жидкое мыло;-2;-24;48
6489 ЗАХИСТ _ ЗВОЛОЖЕННЯ ДЕННИЙ ДОГЛЯД 50МЛ 3304990000,;DIADEMINE;ОСНОВНА ПРОГРАМА;Уход за кожей;-1;-24;24
БАЛЬЗАМ 200МЛ ФРУКТИ ТА В_ТАМ_НИ 3305909000,;SCHAUMA;Бальзам;Уход за волосами;-4;-26;104
4-8 КАШТАНОВИЙ ШОКОЛАДНИЙ 3305909000,;SYOSS;SYOSS;Краска;-1;-26;26
5-8 ГОР_ХОВИЙ СВ_ТЛО-КАШТАНОВИЙ 3305909000,;SYOSS;SYOSS;Краска;-1;-26;26
9-5 ГЛАМУРНИЙ МИГДАЛЬ 3305909000,;PALETTE; COLOR&GLOSS;Краска;-2;-27;54
7-5 СОЛОДКИЙ ГОР_Х 3305909000,;PALETTE; COLOR&GLOSS;Краска;-2;-27;54
813 ПЕРЛИННО-СР_БЛЯСТИЙ БЛОНДИН 3305909000,;BRILLANCE;BRILLANCE;Краска;-1;-27;27
7-58 ДИМЧАСТИЙ М_КС 3305909000,;SYOSS;MIXING COLORS;Краска;-1;-28;28
БАЛЬЗАМ 200МЛ СУПЕРФРУКТИ ТА ЖИВЛЕННЯ 3305909000,;SCHAUMA;Бальзам;Уход за волосами;-4;-30;120
665 ЗОЛОТИСТИЙ КАШТАН+ЛОСЬЙОН Д/ЗНЯТТЯ МАК_ЯЖУ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-1;-31;31
5-60 СВ_ЖА ОЖИНА 3305909000,;PALETTE; COLOR&GLOSS;Краска;-3;-32;96
NUTRI SKIN _НТЕНСИВНИЙ ДОГЛЯД 250МЛ 3401300000,;FA;FA-жидкое мыло;Жидкое мыло;-3;-33;99
NUTRI SKIN _НТЕНСИВНИЙ ДОГЛЯД 250МЛ 3401300000,;FA;FA-жидкое мыло;Жидкое мыло;-3;-33;99
8.БАЛЬЗАМ SMOOTH RELAX Д/НЕСЛУХН.,КУЧЕР.ВОЛ. 500МЛ 330590900;SYOSS;Бальзам;Уход за волосами;-2;-34;68
2011 БАНДЛ ТОН_К LIFT+ЗВУЖ.ПОРИ+ЛОС.Д/ДЕМАК.-50%,;DIADEMINE;АНТИВ_КОВЕ ОЧИЩЕННЯ;Уход за кожей;-1;-34;34
800 СЕРЕДНЬО-РУСЯВИЙ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-1;-34;34
ШАМПУНЬ 380МЛ АКТИВАТОР З КОФЕЇНОМ 3305100000,;SCHAUMA;Шампунь;Уход за волосами;-3;-35;105
SENSUAL&OIL КВ_ТКА Т_АРЕ 250МЛ 3304990000,;FA;FA-уход;Лосьойон для тела;-2;-35;70
1.БАЛЬЗАМ SHINE BOOST Д/ЛАМК.,ТЬМЯНОГО ВОЛ. 500МЛ 3305909000;SYOSS;Бальзам;Уход за волосами;-2;-36;72
7-5 СОЛОДКИЙ ГОР_Х 3305909000,;PALETTE; COLOR&GLOSS;Краска;-6;-38;228
3.ЗЕЛ.СЕР_Я П_НА Д/СУХОГО ВОЛОССЯ 150МЛ 3305909000,;TAFT;Пена;Стайлинг;-3;-38;114
SENSUAL&OIL КВ_ТКА Т_АРЕ 250МЛ 3304990000,;FA;FA-уход;Лосьойон для тела;-2;-38;76
8-5 МЕДОВА ГЛАЗУР 3305909000,;PALETTE; COLOR&GLOSS;Краска;-3;-41;123
"3.""TOTAL-В_ДНОВЛЕННЯ"" БАЛЬЗАМ Д/ВОЛОССЯ 200МЛ 3305909000,";GLISS KUR;Бальзам;Уход за волосами;-3;-43;129
7-5 СОЛОДКИЙ ГОР_Х 3305909000,;PALETTE; COLOR&GLOSS;Краска;-3;-43;129
3.МАСКА COLOR GUARD Д/ФАРБ.ВОЛ. 200МЛ 3305909000,;SYOSS;Маска;Уход за волосами;-2;-46;92
2.МАСКА REPAIR THERAPY Д/СУХ.,ПОШКОДЖ.ВОЛ. 200МЛ 3305909000,;SYOSS;Маска;Уход за волосами;-2;-46;92
2011 БАНДЛ Д.КАСП.Н_ЧН.КР.+М`ЯК.ЛОС.Д/ДЕМ.У ПОДАР. 330590900;DIADEMINE;LIFT+ DR.CASPARI;Уход за кожей;-1;-49;49
6-1 ТЕМНО-РУСЯВИЙ 3305909000,;SYOSS;PRONATURE;Краска;-2;-53;106
4152 ФОРМУЛА МОЛОДОСТ_ Н_ЧНИЙ КРЕМ 50МЛ 3304990000,;DIADEMINE;LIFT+ DR.CASPARI;Уход за кожей;-1;-53;53
"5.""ЕНЕРГ_Я РОСТУ"" БАЛЬЗАМ Д/ВОЛОССЯ 200МЛ 3305909000,";GLISS KUR;Бальзам;Уход за волосами;-4;-55;220
1-13 СМОРОДИНОВИЙ КОКТЕЙЛЬ 3305909000,;SYOSS;MIXING COLORS;Краска;-2;-56;112
5-68 ЦУКРОВА МАЛИНА 3305909000,;PALETTE; COLOR&GLOSS;Краска;-4;-58;232
500 СЕРЕДН_Й КАШТАН+ЛОСЬЙОН Д/ЗНЯТТЯ МАК_ЯЖУ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-2;-63;126
6908 МАТУВАННЯ ТА ЗВОЛОЖЕННЯ ДЕННИЙ ДОГЛЯД 50МЛ 3304990000,;DIADEMINE;ОСНОВНА ПРОГРАМА;Уход за кожей;-3;-68;204
6489 ЗАХИСТ _ ЗВОЛОЖЕННЯ ДЕННИЙ ДОГЛЯД 50МЛ 3304990000,;DIADEMINE;ОСНОВНА ПРОГРАМА;Уход за кожей;-3;-68;204
МУС ДЛЯ УКЛАДКИ MAX HOLD 250МЛ 3305909000,;SYOSS;Пена;Стайлинг;-4;-70;280
МОДЕЛЮЮЧА КРЕМ-ПАСТА STRONG HOLD 150МЛ 3305909000,;SYOSS;Паста;Стайлинг;-3;-71;213
5-5 ЯСКРАВИЙ ГОР_Х 3305909000,;PALETTE; COLOR&GLOSS;Краска;-5;-72;360
10-0 СЕРЕДН_Й ОСВ_ТЛЮВАЧ 3305909000,;SYOSS;SYOSS;Краска;-3;-72;216
NATURAL&CARE Б_ЛИЙ ВИНОГРАД 250МЛ 3401300000,;FA;FA-жидкое мыло;Жидкое мыло;-6;-73;438
100 ПЛАТИНОВИЙ БЛОНДИН 3305909000,;PALETTE; DELUXE;Краска;-3;-73;219
204 ЗОЛОТИСТА ВАН_ЛЬ 3305909000,;PALETTE; DELUXE;Краска;-3;-73;219
МУС ДЛЯ УКЛАДКИ STRONG HOLD 250МЛ 3305909000,;SYOSS;Пена;Стайлинг;-4;-74;296
"ТОН_К LIFT+ ""ЗВУЖ.ПОР"" 200МЛ 3304990000,";DIADEMINE;АНТИВ_КОВЕ ОЧИЩЕННЯ;Уход за кожей;-3;-78;234
2.БАЛЬЗАМ REPAIR THERAPY Д/СУХ.,ПОШКОДЖ.ВОЛ. 500МЛ 330590900;SYOSS;Бальзам;Уход за волосами;-4;-79;316
МУС ДЛЯ УКЛАДКИ STRONG HOLD 250МЛ 3305909000,;SYOSS;Пена;Стайлинг;-4;-79;316
МУС ДЛЯ УКЛАДКИ HOLD&FLEX 250МЛ 3305909000,;SYOSS;Пена;Стайлинг;-4;-79;316
4-2 ЧЕРВОНЕ ДЕРЕВО 3305909000,;SYOSS;SYOSS;Краска;-3;-79;237
"1.СИН.СЕР_Я ULTRA В_СК ""ШОВКОВИЙ ДОТИК"" 75МЛ 3305909000,";TAFT;Воск;Стайлинг;-4;-80;320
6519 ЗВОЛОЖУЮЧЕ Н_ЖНЕ ОЧИЩУЮЧЕ МОЛОЧКО 200МЛ 3304990000,;DIADEMINE;NUTRI EFFECT;Уход за кожей;-4;-81;324
5-60 СВ_ЖА ОЖИНА 3305909000,;PALETTE; COLOR&GLOSS;Краска;-6;-83;498
813 ПЕРЛИННО-СР_БЛЯСТИЙ БЛОНДИН 3305909000,;BRILLANCE;BRILLANCE;Краска;-3;-83;249
МУС ДЛЯ УКЛАДКИ CURL CONTROL 250МЛ 3305909000,;SYOSS;Пена;Стайлинг;-5;-85;425
NUTRI SKIN ЗВОЛОЖЕННЯ 250МЛ 3401300000,;FA;FA-жидкое мыло;Жидкое мыло;-7;-86;602
5-32 СЛИВОВИЙ КОКТЕЙЛЬ 3305909000,;SYOSS;MIXING COLORS;Краска;-3;-92;276
7.МАСКА MOISTURE INT.CARE Д/СУХ.,ЛАМК.ВОЛ. 200МЛ 3305909000,;SYOSS;Маска;Уход за волосами;-4;-96;384
2.МАСКА REPAIR THERAPY Д/СУХ.,ПОШКОДЖ.ВОЛ. 200МЛ 3305909000,;SYOSS;Маска;Уход за волосами;-4;-96;384
5-68 ЦУКРОВА МАЛИНА 3305909000,;PALETTE; COLOR&GLOSS;Краска;-7;-97;679
880 БАКЛАЖАН 3305909000,;PALETTE; DELUXE;Краска;-4;-97;388
770 ЧЕРВОНА БРОНЗА 3305909000,;PALETTE;Фитолиния;Краска;-7;-98;686
Д.КАСПАР_ РОЗГЛАДЖ.Н_ЧНИЙ КРЕМ 50МЛ 3304990000,;DIADEMINE;LIFT+ DR.CASPARI;Уход за кожей;-2;-98;196
Д.КАСПАР_ РОЗГЛАДЖ.ДЕННИЙ КРЕМ 50МЛ 3304990000,;DIADEMINE;LIFT+ DR.CASPARI;Уход за кожей;-2;-98;196
9-0 ВАН_ЛЬНИЙ БЛОНД 3305909000,;PALETTE; COLOR&GLOSS;Краска;-7;-101;707
БАЛЬЗАМ 200МЛ СУПЕРФРУКТИ ТА ЖИВЛЕННЯ 3305909000,;SCHAUMA;Бальзам;Уход за волосами;-13;-103;1339
Д.КАСПАР_ РОЗГЛАДЖ.Н_ЧНИЙ КРЕМ 50МЛ 3304990000,;DIADEMINE;LIFT+ DR.CASPARI;Уход за кожей;-2;-106;212
ЧИСТОТА ТА СВ_Ж_СТЬ ЛАЙМ _ _МБИР 250МЛ 3401209000,;FA;FA-жидкое мыло;Жидкое мыло;-9;-110;990
"4.""NUTRITIVE"" ДОВГ.ВОЛ. МАСКА 1 ХВ. 200МЛ 3305909000,";GLISS KUR;Маска;Уход за волосами;-6;-123;738
ЛАК ДЛЯ ВОЛОССЯ STRONG HOLD 400МЛ 3305300000,;SYOSS;Лак;Стайлинг;-6;-125;750
757 ВИШНЕВИЙ КАШТАНОВИЙ 3305909000,;PALETTE;Фитолиния;Краска;-9;-126;1134
607 БРОНЗОВИЙ СВ_ТЛО-КАШТАНОВИЙ+ЛОСЬЙОН Д/ЗНЯТТЯ МАК_ЯЖУ 330;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-4;-126;504
6489 ЗАХИСТ _ ЗВОЛОЖЕННЯ ДЕННИЙ ДОГЛЯД 50МЛ 3304990000,;DIADEMINE;ОСНОВНА ПРОГРАМА;Уход за кожей;-5;-127;635
"ОЧИЩУЮЧЕ МОЛОЧКО LIFT+ ""ЗВУЖ.ПОР"" 200МЛ 3304990000,";DIADEMINE;АНТИВ_КОВЕ ОЧИЩЕННЯ;Уход за кожей;-5;-130;650
5-28 ЧЕРВОНО-КАШТАНОВИЙ 3305909000,;SYOSS;SYOSS;Краска;-5;-133;665
950 ЗОЛОТИСТО-РУСЯВИЙ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-4;-138;552
5-32 СЛИВОВИЙ КОКТЕЙЛЬ 3305909000,;SYOSS;MIXING COLORS;Краска;-5;-140;700
SENSUAL&OIL КВ_ТКА Т_АРЕ 250МЛ 3401300000,;FA;FA-жидкое мыло;Жидкое мыло;-13;-146;1898
ОЧИЩУЮЧА ОЛ_Я-МОЛОЧКО Б/СЛ_Д_В 200МЛ 3304990000,;DIADEMINE;ОЧИЩЕННЯ;Уход за кожей;-7;-149;1043
ОЧИЩУЮЧИЙ П_Л_НГ 100МЛ 3304990000,;DIADEMINE;ОЧИЩЕННЯ;Уход за кожей;-7;-153;1071
770 ЧЕРВОНА БРОНЗА 3305909000,;PALETTE;Фитолиния;Краска;-12;-163;1956
ЛАК ДЛЯ ВОЛОССЯ STRONG HOLD 400МЛ 3305300000,;SYOSS;Лак;Стайлинг;-8;-167;1336
5.МАСКА NUTRITION OIL Д/ДОВГ.,ПОС_Ч.ВОЛ. 200МЛ 3305909000,;SYOSS;Маска;Уход за волосами;-7;-168;1176
ОЧИЩУЮЧИЙ П_Л_НГ 100МЛ 3304990000,;DIADEMINE;ОЧИЩЕННЯ;Уход за кожей;-9;-184;1656
5-29 _НТЕНСИВНИЙ ЧЕРВОНИЙ 3305909000,;SYOSS;SYOSS;Краска;-7;-186;1302
700 ТЕМНО-РУСЯВИЙ+ЛОСЬЙОН Д/ЗНЯТТЯ МАК_ЯЖУ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-6;-190;1140
4-86 ПРАЛ_НЕ М_КС 3305909000,;SYOSS;MIXING COLORS;Краска;-7;-196;1372
БАЛЬЗАМ 200МЛ ФРУКТИ ТА В_ТАМ_НИ 3305909000,;SCHAUMA;Бальзам;Уход за волосами;-25;-199;4975
6.ХАЙД_ П_НА Д/ГАРЯЧОЇ УКЛАДКИ 150МЛ 3305909000,;TAFT;Пена;Стайлинг;-16;-206;3296
ВИПРЯМЛЯЮЧИЙ БАЛЬЗАМ STRAIGHT EFFECT 150МЛ 3305909000,;SYOSS;Бальзам;Уход за волосами;-9;-206;1854
6519 ЗВОЛОЖУЮЧЕ Н_ЖНЕ ОЧИЩУЮЧЕ МОЛОЧКО 200МЛ 3304990000,;DIADEMINE;NUTRI EFFECT;Уход за кожей;-10;-213;2130
"5.""ЕНЕРГ_Я РОСТУ"" БАЛЬЗАМ Д/ВОЛОССЯ 200МЛ 3305909000,";GLISS KUR;Бальзам;Уход за волосами;-17;-215;3655
607 БРОНЗОВИЙ СВ_ТЛО-КАШТАНОВИЙ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-7;-221;1547
8-6 СВ_ТЛИЙ БЛОНД 3305909000,;SYOSS;SYOSS;Краска;-9;-239;2151
ОЧИЩУЮЧА ОЛ_Я-МОЛОЧКО Б/СЛ_Д_В 200МЛ 3304990000,;DIADEMINE;ОЧИЩЕННЯ;Уход за кожей;-12;-245;2940
"ТОН_К LIFT+ ""ЗВУЖ.ПОР"" 200МЛ 3304990000,";DIADEMINE;АНТИВ_КОВЕ ОЧИЩЕННЯ;Уход за кожей;-9;-245;2205
668 Л_СОВИЙ ГОР_Х+ЛОСЬЙОН Д/ЗНЯТТЯ МАК_ЯЖУ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-8;-253;2024
11-0 СИЛЬНИЙ ОСВ_ТЛЮВАЧ 3305909000,;SYOSS;SYOSS;Краска;-10;-266;2660
665 ЗОЛОТИСТИЙ КАШТАН 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-9;-285;2565
"1.СИН.СЕР_Я ULTRA ЛАК ""ШОВКОВИЙ ДОТИК"" 225МЛ 3305300000,";TAFT;Лак;Стайлинг;-20;-292;5840
4-2 ЧЕРВОНЕ ДЕРЕВО 3305909000,;SYOSS;SYOSS;Краска;-11;-292;3212
5-29 _НТЕНСИВНИЙ ЧЕРВОНИЙ 3305909000,;SYOSS;SYOSS;Краска;-11;-292;3212
4138 ФОРМУЛА МОЛОДОСТ_ ДЕННИЙ КРЕМ 50МЛ 3304990000,;DIADEMINE;LIFT+ DR.CASPARI;Уход за кожей;-6;-294;1764
4152 ФОРМУЛА МОЛОДОСТ_ Н_ЧНИЙ КРЕМ 50МЛ 3304990000,;DIADEMINE;LIFT+ DR.CASPARI;Уход за кожей;-6;-294;1764
8.БАЛЬЗАМ SMOOTH RELAX Д/НЕСЛУХН.,КУЧЕР.ВОЛ. 500МЛ 330590900;SYOSS;Бальзам;Уход за волосами;-17;-308;5236
700 ТЕМНО-РУСЯВИЙ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-9;-311;2799
ШАМПУНЬ 380МЛ ФРУКТИ ТА В_ТАМ_НИ 3305100000,;SCHAUMA;Шампунь;Уход за волосами;-27;-323;8721
1.СИН.СЕР_Я ULTRA П_НА З ЕКСТР.ОЛ_Ї АРГАНА 150МЛ 3305909000,;TAFT;Пена;Стайлинг;-23;-334;7682
200 ДУЖЕ СВ_ТЛИЙ БЛОНДИН 3305909000,;PALETTE;Фитолиния;Краска;-24;-336;8064
5-25 ВИШНЕВИЙ КОКТЕЙЛЬ 3305909000,;SYOSS;MIXING COLORS;Краска;-13;-364;4732
Д.КАСПАР_ РОЗГЛАДЖ.ДЕННИЙ КРЕМ 50МЛ 3304990000,;DIADEMINE;LIFT+ DR.CASPARI;Уход за кожей;-7;-371;2597
10-0 СЕРЕДН_Й ОСВ_ТЛЮВАЧ 3305909000,;SYOSS;SYOSS;Краска;-14;-372;5208
5-28 ЧЕРВОНО-КАШТАНОВИЙ 3305909000,;SYOSS;SYOSS;Краска;-14;-372;5208
7.ШАМПУНЬ MOISTURE INT.CARE Д/СУХ.,ЛАМК.ВОЛ. 500МЛ 330510000;SYOSS;Шампунь;Уход за волосами;-19;-376;7144
7.БАЛЬЗАМ MOISTURE INT.CARE Д/СУХ.,ЛАМК.ВОЛ. 500МЛ 330590900;SYOSS;Бальзам;Уход за волосами;-23;-380;8740
10-0 СЕРЕДН_Й ОСВ_ТЛЮВАЧ 3305909000,;SYOSS;SYOSS;Краска;-16;-426;6816
ШАМПУНЬ 380МЛ СУПЕРФРУКТИ ТА ЖИВЛЕННЯ 3305100000,;SCHAUMA;Шампунь;Уход за волосами;-36;-431;15516
7.БАЛЬЗАМ MOISTURE INT.CARE Д/СУХ.,ЛАМК.ВОЛ. 500МЛ 330590900;SYOSS;Бальзам;Уход за волосами;-23;-455;10465
"1.СИН.СЕР_Я ULTRA П_НА ""ШОВКОВИЙ ДОТИК"" 150МЛ 3305909000,";TAFT;Пена;Стайлинг;-34;-470;15980
750 МИГДАЛЬ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-14;-484;6776
600 СВ_ТЛИЙ КАШТАН 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;-14;-484;6776
В_ДНОВЛЕННЯ+Л_ФТИНГ ДЕННИЙ КРЕМ 50МЛ 3304990000,;DIADEMINE;LIFT+;Уход за кожей;-13;-495;6435
7.БАЛЬЗАМ MOISTURE INT.CARE Д/СУХ.,ЛАМК.ВОЛ. 500МЛ 330590900;SYOSS;Бальзам;Уход за волосами;-31;-562;17422
"6.""ШИ КАШЕМ_Р"" ШАМПУНЬ Д/ВОЛОССЯ 250МЛ 3305100000,";GLISS KUR;Шампунь;Уход за волосами;-39;-566;22074
"6.""ШИ КАШЕМ_Р"" БАЛЬЗАМ Д/ВОЛОССЯ 200МЛ 3305909000,";GLISS KUR;Бальзам;Уход за волосами;-44;-638;28072
1.СИН.СЕР_Я ULTRA ЛАК З ЕКСТР.ОЛ_Ї АРГАНА 225МЛ 3305300000,;TAFT;Лак;Стайлинг;-44;-643;28292
"1.СИН.СЕР_Я ULTRA П_НА ""ШОВКОВИЙ ДОТИК"" 150МЛ 3305909000,";TAFT;Пена;Стайлинг;-52;-671;34892
1.СИН.СЕР_Я ULTRA П_НА З ЕКСТР.ОЛ_Ї АРГАНА 150МЛ 3305909000,;TAFT;Пена;Стайлинг;-53;-733;38849
8.БАЛЬЗАМ SMOOTH RELAX Д/НЕСЛУХН.,КУЧЕР.ВОЛ. 500МЛ 330590900;SYOSS;Бальзам;Уход за волосами;-43;-852;36636
